cpus=64
      kcompactd0-471   [012]   222.601320: sched_switch:         kcompactd0:471 [120] S ==> swapper/12:0 [120]
          <idle>-0     [015]   222.601322: sched_switch:         swapper/15:0 [120] R ==> kcompactd1:472 [120]
      kcompactd1-472   [015]   222.601330: sched_switch:         kcompactd1:472 [120] S ==> swapper/15:0 [120]
    kworker/37:1-484   [037]   222.601340: sched_switch:         kworker/37:1:484 [120] W ==> swapper/37:0 [120]
          <idle>-0     [020]   222.608861: sched_waking:         comm=ntpd pid=1556 prio=120 target_cpu=020
          <idle>-0     [020]   222.608871: sched_wakeup:         ntpd:1556 [120] CPU:020
          <idle>-0     [020]   222.608880: sched_switch:         swapper/20:0 [120] R ==> ntpd:1556 [120]
            ntpd-1556  [020]   222.608928: sched_switch:         ntpd:1556 [120] S ==> swapper/20:0 [120]
          <idle>-0     [000]   222.609282: sched_waking:         comm=kworker/0:4 pid=686 prio=120 target_cpu=000
          <idle>-0     [000]   222.609289: sched_wakeup:         kworker/0:4:686 [120] CPU:000
          <idle>-0     [000]   222.609309: sched_switch:         swapper/0:0 [120] R ==> kworker/0:4:686 [120]
     kworker/0:4-686   [000]   222.609636: sched_switch:         kworker/0:4:686 [120] W ==> swapper/0:0 [120]
          <idle>-0     [060]   222.647783: sched_waking:         comm=iscsid pid=1551 prio=120 target_cpu=060
          <idle>-0     [060]   222.647793: sched_wakeup:         iscsid:1551 [120] CPU:060
          <idle>-0     [060]   222.647802: sched_switch:         swapper/60:0 [120] R ==> iscsid:1551 [120]
          iscsid-1551  [060]   222.647820: sched_switch:         iscsid:1551 [120] S ==> swapper/60:0 [120]
          <idle>-0     [035]   222.665292: sched_waking:         comm=kworker/35:1 pid=524 prio=120 target_cpu=035
          <idle>-0     [035]   222.665298: sched_wakeup:         kworker/35:1:524 [120] CPU:035
          <idle>-0     [035]   222.665312: sched_switch:         swapper/35:0 [120] R ==> kworker/35:1:524 [120]
    kworker/35:1-524   [035]   222.665335: sched_switch:         kworker/35:1:524 [120] W ==> swapper/35:0 [120]
          <idle>-0     [003]   222.717617: sched_waking:         comm=haveged pid=981 prio=120 target_cpu=003
          <idle>-0     [003]   222.717627: sched_wakeup:         haveged:981 [120] CPU:003
          <idle>-0     [003]   222.717636: sched_switch:         swapper/3:0 [120] R ==> haveged:981 [120]
         haveged-981   [003]   222.717658: sched_switch:         haveged:981 [120] S ==> swapper/3:0 [120]
          <idle>-0     [048]   222.746372: sched_waking:         comm=sleep pid=3454 prio=120 target_cpu=048
          <idle>-0     [048]   222.746381: sched_wakeup:         sleep:3454 [120] CPU:048
          <idle>-0     [048]   222.746390: sched_switch:         swapper/48:0 [120] R ==> sleep:3454 [120]
    tmpe7c078.sh-3454  [048]   222.746621: sched_process_exit:   comm=sleep pid=3454 prio=120
    tmpe7c078.sh-3454  [048]   222.746642: sched_waking:         comm=tmpe7c078.sh pid=3450 prio=120 target_cpu=040
    tmpe7c078.sh-3454  [048]   222.746644: sched_wake_idle_without_ipi: cpu=40
    tmpe7c078.sh-3454  [048]   222.746651: sched_switch:         sleep:3454 [120] X ==> swapper/48:0 [120]
          <idle>-0     [040]   222.746698: sched_wakeup:         tmpe7c078.sh:3450 [120] CPU:040
          <idle>-0     [040]   222.746703: sched_switch:         swapper/40:0 [120] R ==> tmpe7c078.sh:3450 [120]
